date,world_oil_price,world_prod,world_inv,world_ip,ip_de,import_price_de,ppi_de,cpi_de
2007-01,-133.23158819791456,1119.5022094875278,780.8020589994622,469.3220439824917,456.74683188040797,447.61998046911316,440.5498990859024,442.48466318568103
2007-02,-126.6399341756944,1119.8535764480687,781.4953417511272,469.5337162166659,457.5741375297279,447.96069630127454,440.5498990859024,442.8433007488037
2007-03,-119.64733596186949,1119.7473897844243,780.8276598289748,470.1859414467535,457.6770711466393,448.3002552013883,440.5498990859024,443.0816798843313
2007-04,-111.54306019959944,1120.072608456132,781.1544570258168,470.3213899011179,456.6429357671661,449.0881039585964,440.67192472642535,443.55674016019117
2007-05,-112.37124714263592,1119.424795881593,782.1883547744475,471.2343357791669,458.5987366571318,449.2001487882454,441.0371107683024,443.55674016019117
2007-06,-107.04647350445828,1118.8889733434967,782.4397979787788,471.3833541261219,458.80240271531204,449.423862528081,441.1585436915426,443.6751534363128
2007-07,-99.27316845835298,1119.5912482974056,782.0491829948561,471.8302423429048,459.41092386286664,449.64707690647504,441.1585436915426,444.14740933173016
2007-08,-107.66419659629065,1118.6980620393115,781.2698308921493,472.2594935245345,459.6129441335942,449.2001487882454,441.1585436915426,444.0295542797857
2007-09,-99.41536550304187,1119.7685539043023,781.0996814537156,472.3232293811326,460.7168188650764,449.423862528081,441.1585436915426,444.14740933173016
2007-10,-93.23859135592704,1120.692326577508,780.0441928217589,472.97955372992686,460.7168188650764,450.31374604229393,441.6428061391214,444.38270355793287
2007-11,-82.48358960839533,1120.2940658558475,779.8489835480905,473.39406383005837,460.51701859880916,450.75573571210913,442.48466318568103,444.9685283147696
2007-12,-84.38749376490296,1120.8975925174452,780.3154749718769,473.60677380978905,461.2145799724517,450.6454213048934,442.36483093647007,445.55094114336845
2008-01,-83.36635054616625,1121.0117977989307,780.4915955399762,475.08147915214056,462.7909672957581,451.6338972281476,443.2006566978902,445.20190064939163
2008-02,-80.60499784893881,1121.2602228619055,780.0135761604564,474.53694240399045,462.3010104116422,452.6126978647638,443.6751534363128,445.66701776696476
2008-03,-72.24698875903152,1121.5029811017866,781.5776793633646,474.2229348707955,461.4129927359563,452.9368472571809,444.2651256490317,446.1299815568389
2008-04,-67.37150723090804,1120.7026874685348,780.5727594038084,474.6517827000118,461.9073091157083,453.6891345234797,445.20190064939163,445.89876758100104
2008-05,-56.104798660481435,1121.1326196047337,780.1631234657809,473.7676303197356,459.8145571051127,455.7029810660157,446.1299815568389,446.47580322713463
2008-06,-49.680548983964115,1121.158980506721,779.8751432355434,474.03057911752916,460.7168188650764,457.05787412184725,447.04952826614897,446.8204330914934
2008-07,-50.090314062633695,1122.1623515328045,781.1255175653297,473.3621446565204,459.2084946439436,457.7798989191959,449.0881039585964,447.3921899378137
2008-08,-65.81457416565343,1120.5472564716658,781.8900443147131,472.4581229054305,460.9162207257629,457.05787412184725,448.41318576110353,447.04952826614897
2008-09,-81.14306223783387,1119.1693503140264,782.3617031665094,471.4394925905143,459.1071261608589,456.33059818893923,448.75121425198586,447.04952826614897
2008-10,-110.90586064624665,1120.6220261336218,782.5338266659236,469.8828092449383,456.954300834494,453.1523645819793,448.75121425198586,446.8204330914934
2008-11,-140.2149882865222,1120.4054620968056,782.9908505891681,467.14156869063623,452.720864451838,450.2029427068578,447.04952826614897,446.36066216663045
2008-12,-166.6113940441163,1119.315578086525,783.7734279405545,463.876355684761,449.53553199808846,446.47580322713463,446.36066216663045,446.59081186545836
2009-01,-158.48895113600332,1117.7861735936317,783.9931165000855,461.00622005485167,442.36483093647007,445.7829598089382,445.0852825603734,446.1299815568389
2009-02,-159.12918070843682,1118.5123373777753,783.7984470748833,461.84851471487167,439.3213824064446,445.55094114336845,444.500143383527,446.7056883858457
2009-03,-151.86063008017402,1118.2363726888725,783.666025367218,461.35390689917404,439.6915247167632,445.0852825603734,443.9115601658009,446.59081186545836
2009-04,-144.4308493489807,1118.4474313264823,783.329511591109,461.54006756129274,436.94478524670217,444.2651256490317,442.48466318568103,446.59081186545836
2009-05,-131.3094823040036,1117.8767388613437,782.6650752466034,462.1071093819756,440.67192472642535,444.2651256490317,442.48466318568103,446.59081186545836
2009-06,-114.12225099133718,1118.1594489387885,781.946699529577,463.07950468268285,442.36483093647007,444.61744544976335,442.36483093647007,446.9350462845557
2009-07,-120.36282384522417,1119.333130881419,782.6621512691567,463.96044624074125,441.1585436915426,443.7934266612178,440.9155302062135,446.9350462845557
2009-08,-108.89811731683938,1118.6253052827162,783.0879573026683,464.78100471870283,442.8433007488037,445.0852825603734,441.2798293340635,447.1638793363569
2009-09,-116.02873274019345,1119.2894152624542,782.922973766288,465.90445465566745,446.24538837864964,444.14740933173016,440.9155302062135,446.7056883858457
2009-10,-109.03283346583225,1119.9149214861131,782.3204694245869,466.3888992892432,444.14740933173016,444.61744544976335,440.9155302062135,446.8204330914934
2009-11,-104.15950536098393,1119.8833569699516,783.6524388975471,467.31605551374537,444.9685283147696,445.0852825603734,441.0371107683024,446.7056883858457
